entry_i,exit_i,entry_time,exit_time,entry_price,exit_price,direction,ret,pnl,hold_bars,mae_pct,mfe_pct,trade_efficiency_pct,edge_ratio,entry_regime,hold_sec,hour,weekday,session,year,month,equity,cum_profit,cum_loss
1,2,2022-01-01 00:30:00,2022-01-01 01:00:00,1450.162024873941,1432.924427488776,-1,0.011886669964801588,1188.6669964801588,1,-0.0,1.1886669964801588,1.0,1.1886669964801588,Sideways,1800.0,0,Saturday,Asia,2022,1,101188.66699648015,1188.6669964801588,-0.0
2,7,2022-01-01 01:00:00,2022-01-01 03:30:00,1432.924427488776,1409.429241250043,1,-0.016396668092195643,-1659.1569874329964,5,-2.5840257579846426,0.0,0.0,0.0,Sideways,9000.0,1,Saturday,Asia,2022,1,99529.51000904717,1188.6669964801588,1659.1569874329964
7,8,2022-01-01 03:30:00,2022-01-01 04:00:00,1409.429241250043,1387.872982797974,-1,0.015294317601180607,1522.2359367682513,1,-0.0,1.5294317601180607,1.0,1.5294317601180607,Sideways,1800.0,3,Saturday,Asia,2022,1,101051.74594581542,2710.90293324841,1659.1569874329964
8,19,2022-01-01 04:00:00,2022-01-01 09:30:00,1387.872982797974,1318.952880002379,1,-0.04965879705839571,-5018.108144319808,11,-8.138299533260263,0.0,0.0,0.0,Sideways,19800.0,4,Saturday,Asia,2022,1,96033.6378014956,2710.90293324841,6677.265131752804
19,21,2022-01-01 09:30:00,2022-01-01 10:30:00,1318.952880002379,1296.611402707012,-1,0.016938798674389854,1626.6944566888092,2,-0.23042336376812855,1.6938798674389854,1.0,7.351163700324722,Bearish,3600.0,9,Saturday,London,2022,1,97660.33225818441,4337.597389937219,6677.265131752804
21,26,2022-01-01 10:30:00,2022-01-01 13:00:00,1296.611402707012,1318.498702533097,1,0.016880385118000385,1648.5440192700291,5,-1.5883001724078305,1.6880385118000385,1.0,1.0627956485334926,Bearish,9000.0,10,Saturday,London,2022,1,99308.87627745444,5986.141409207248,6677.265131752804
26,28,2022-01-01 13:00:00,2022-01-01 14:00:00,1318.498702533097,1292.141352948055,-1,0.01999042512093807,1985.2266550689562,2,-0.0,1.9990425120938071,1.0,1.9990425120938071,Bearish,3600.0,13,Saturday,NY_overlap,2022,1,101294.1029325234,7971.368064276205,6677.265131752804
28,38,2022-01-01 14:00:00,2022-01-01 19:00:00,1292.141352948055,1267.727582742366,1,-0.01889403984323268,-1913.8548166916094,10,-5.085550264765248,0.8014169830139473,-2.357579168359583,0.15758707343165765,Bearish,18000.0,14,Saturday,NY_overlap,2022,1,99380.2481158318,7971.368064276205,8591.119948444413
38,42,2022-01-01 19:00:00,2022-01-01 21:00:00,1267.727582742366,1252.457832746719,-1,0.012044977330709417,1197.032835675471,4,-0.10447633036507753,1.2044977330709417,1.0,11.528905435920244,Bearish,7200.0,19,Saturday,NY,2022,1,100577.28095150726,9168.400899951675,8591.119948444413
42,44,2022-01-01 21:00:00,2022-01-01 22:00:00,1252.457832746719,1271.512725256031,1,0.015213999235026865,1530.1826754573135,2,0.0,1.5213999235026865,1.0,1.5213999235026865,Bearish,3600.0,21,Saturday,Late,2022,1,102107.46362696457,10698.58357540899,8591.119948444413
44,46,2022-01-01 22:00:00,2022-01-01 23:00:00,1271.512725256031,1253.347605190223,-1,0.014286227502874782,1458.7304551163277,2,-1.1592165233712537,1.4286227502874782,1.0,1.2324037153410587,Bearish,3600.0,22,Saturday,Late,2022,1,103566.19408208091,12157.314030525316,8591.119948444413
46,53,2022-01-01 23:00:00,2022-01-02 02:30:00,1253.347605190223,1194.913520224361,1,-0.046622409237374596,-4828.5054836521385,7,-6.803073085626621,0.0,0.0,0.0,Bearish,12600.0,23,Saturday,Late,2022,1,98737.68859842877,12157.314030525316,13419.625432096553
53,54,2022-01-02 02:30:00,2022-01-02 03:00:00,1194.913520224361,1162.60410276947,-1,0.02703912618615656,2669.780821342347,1,-0.0,2.703912618615656,1.0,2.703912618615656,Bearish,1800.0,2,Sunday,Asia,2022,1,101407.4694197711,14827.094851867663,13419.625432096553
54,64,2022-01-02 03:00:00,2022-01-02 08:00:00,1162.60410276947,1114.60102263745,1,-0.041289274670260334,-4187.040858488954,10,-6.713229131443543,0.0,0.0,0.0,Bearish,18000.0,3,Sunday,Asia,2022,1,97220.42856128215,14827.094851867663,17606.666290585505
64,67,2022-01-02 08:00:00,2022-01-02 09:30:00,1114.60102263745,1093.911227946651,-1,0.01856251185006197,1804.6553572369028,3,-0.0,1.856251185006197,1.0,1.856251185006197,Bearish,5400.0,8,Sunday,London,2022,1,99025.08391851906,16631.750209104564,17606.666290585505
67,70,2022-01-02 09:30:00,2022-01-02 11:00:00,1093.911227946651,1106.984810201793,1,0.011951227778950635,1183.4713337399226,3,-1.6772204750488018,1.1951227778950635,1.0,0.7125615240657548,Bearish,5400.0,9,Sunday,London,2022,1,100208.55525225899,17815.221542844487,17606.666290585505
70,71,2022-01-02 11:00:00,2022-01-02 11:30:00,1106.984810201793,1088.562225628679,-1,0.016642129506506675,1667.6837541680234,1,-0.0,1.6642129506506675,1.0,1.6642129506506675,Bearish,1800.0,11,Sunday,London,2022,1,101876.239006427,19482.905297012512,17606.666290585505
71,72,2022-01-02 11:30:00,2022-01-02 12:00:00,1088.562225628679,1108.372361204301,1,0.01819844112648772,1853.9887377464531,1,0.0,1.8198441126487719,1.0,1.8198441126487719,Bearish,1800.0,11,Sunday,London,2022,1,103730.22774417346,21336.894034758967,17606.666290585505
72,85,2022-01-02 12:00:00,2022-01-02 18:30:00,1108.372361204301,1176.69901145152,-1,-0.061645934740720776,-6394.546850157419,13,-9.135389593405897,0.15359799540221042,-40.13459588407729,0.01681351340648684,Bearish,23400.0,12,Sunday,London,2022,1,97335.68089401604,21336.894034758967,24001.213140742922
85,94,2022-01-02 18:30:00,2022-01-02 23:00:00,1176.69901145152,1123.055422839053,1,-0.0455881989280289,-4437.358383391544,9,-6.60451197678904,1.355300424984085,-3.3636969403713004,0.20520826213158,Bearish,16200.0,18,Sunday,NY,2022,1,92898.3225106245,21336.894034758967,28438.571524134466
