entry_i,exit_i,entry_time,exit_time,entry_price,exit_price,direction,ret,pnl,hold_bars,mae_pct,mfe_pct,trade_efficiency_pct,edge_ratio,entry_regime,hold_sec,hour,weekday,session,year,month,equity,cum_profit,cum_loss
1,19,2022-01-01 02:00:00,2022-01-02 14:00:00,194.9880564597547,200.0479408930293,1,0.02594971469095575,2594.971469095575,18,-0.3797858008535715,3.4722243774016004,0.747351319224794,9.142586082991384,Sideways,129600.0,2,Saturday,Asia,2022,1,102594.97146909557,2594.971469095575,-0.0
19,82,2022-01-02 14:00:00,2022-01-07 20:00:00,200.0479408930293,187.496064162743,-1,0.06274434355211933,6437.254136576814,63,-2.3743941161488813,7.069424117085365,0.887545329194198,2.9773591793394134,Sideways,453600.0,14,Sunday,NY_overlap,2022,1,109032.22560567239,9032.225605672389,-0.0
82,150,2022-01-07 20:00:00,2022-01-13 12:00:00,187.496064162743,204.6970427276105,1,0.09174047808244845,10002.668503457762,68,-0.5029914145293857,9.174047808244845,1.0,18.23897494717354,Bearish,489600.0,20,Friday,NY,2022,1,119034.89410913015,19034.894109130153,-0.0
150,336,2022-01-13 12:00:00,2022-01-29 00:00:00,204.6970427276105,192.1939405411072,-1,0.06108101035509894,7270.771599697885,186,-9.905657111249955,8.960210488013775,0.681691690578118,0.9045548808506175,Bullish,1339200.0,12,Thursday,London,2022,1,126305.66570882803,26305.665708828037,-0.0
336,438,2022-01-29 00:00:00,2022-02-06 12:00:00,192.1939405411072,211.6056608669334,1,0.10100068852937816,12756.9592017531,102,-1.5444943910578712,11.917904293724636,0.8474702098636587,7.716379135285626,Bearish,734400.0,0,Saturday,Asia,2022,1,139062.62491058113,39062.62491058114,-0.0
438,700,2022-02-06 12:00:00,2022-02-28 08:00:00,211.6056608669334,201.9045575113844,-1,0.04584519769369233,6375.353530829376,262,-24.844495896063435,5.234138440499514,0.875888137366828,0.21067597677958333,Bullish,1886400.0,12,Sunday,London,2022,2,145437.97844141052,45437.97844141051,-0.0
700,867,2022-02-28 08:00:00,2022-03-14 06:00:00,201.9045575113844,232.6856858740504,1,0.15245385612917817,22172.58064102531,167,-1.9249409984972599,18.861287716072894,0.8082897542529008,9.798371862201128,Bearish,1202400.0,8,Monday,London,2022,2,167610.55908243582,67610.55908243582,-0.0
867,948,2022-03-14 06:00:00,2022-03-21 00:00:00,232.6856858740504,209.6626897075426,-1,0.09894461741393856,16584.162642947955,81,-0.0,9.894461741393856,1.0,9.894461741393856,Bullish,583200.0,6,Monday,Asia,2022,3,184194.72172538377,84194.72172538377,-0.0
948,1253,2022-03-21 00:00:00,2022-04-15 10:00:00,209.6626897075426,219.5553245333301,1,0.047183573002839374,8690.965099267327,305,-7.847215391036699,5.142056618112045,0.9176011955341571,0.6552715022943605,Bearish,2196000.0,0,Monday,Asia,2022,3,192885.6868246511,92885.6868246511,-0.0
1253,1648,2022-04-15 10:00:00,2022-05-18 08:00:00,219.5553245333301,214.6953200707712,-1,0.022135671147529457,4269.654132615831,395,-13.202352754630997,3.34477913442075,0.6617976929996282,0.2533472023194881,Bullish,2844000.0,10,Friday,London,2022,4,197155.34095726692,97155.34095726693,-0.0
