entry_i,exit_i,entry_time,exit_time,entry_price,exit_price,direction,ret,pnl,hold_bars,mae_pct,mfe_pct,trade_efficiency_pct,edge_ratio,entry_regime,hold_sec,hour,weekday,session,year,month,equity,cum_profit,cum_loss
1,21,2022-01-01 03:00:00,2022-01-03 15:00:00,1441.791411926339,1384.725004575058,-1,0.03958021034057635,3958.021034057635,20,-2.8934587304687343,3.958021034057635,1.0,1.367920334366215,Sideways,216000.0,3,Saturday,Asia,2022,1,103958.02103405763,3958.021034057635,-0.0
21,145,2022-01-03 15:00:00,2022-01-19 03:00:00,1384.725004575058,1430.146223589016,1,0.03280161682925398,3409.9911722866836,124,-14.010877824961998,4.153085749852581,0.7898131366639447,0.2964186685329151,Bearish,1339200.0,15,Monday,NY_overlap,2022,1,107368.01220634431,7368.012206344319,-0.0
145,342,2022-01-19 03:00:00,2022-02-12 18:00:00,1430.146223589016,1435.31885139231,-1,-0.003616852401506998,-388.3342527935491,197,-19.74136065610581,7.486428409705958,-0.048312121662952706,0.3792255528947281,Bullish,2127600.0,3,Wednesday,Asia,2022,1,106979.67795355077,7368.012206344319,388.3342527935491
342,555,2022-02-12 18:00:00,2022-03-11 09:00:00,1435.31885139231,1468.841212035082,1,0.023355340599236163,2498.5468158017743,213,-11.505070107491367,2.3355340599236163,1.0,0.20300041965001722,Bearish,2300400.0,18,Saturday,NY,2022,2,109478.22476935254,9866.559022146093,388.3342527935491
555,683,2022-03-11 09:00:00,2022-03-27 09:00:00,1468.841212035082,1324.845574058705,-1,0.09803349524546001,10732.533027407724,128,-10.681661901487383,10.071645314083122,0.9733612750280269,0.9428912286280735,Bullish,1382400.0,9,Friday,London,2022,3,120210.75779676027,20599.092049553816,388.3342527935491
683,780,2022-03-27 09:00:00,2022-04-08 12:00:00,1324.845574058705,1511.56477555488,1,0.14093657793198866,16942.092834486517,97,-0.7108982330782054,15.008969949372975,0.9390156580190668,21.11268427885071,Bearish,1047600.0,9,Sunday,London,2022,3,137152.85063124678,37541.18488404033,388.3342527935491
780,799,2022-04-08 12:00:00,2022-04-10 21:00:00,1511.56477555488,1332.040332351701,-1,0.11876728414584647,16289.271582334126,19,-0.2533580397543478,11.876728414584647,1.0,46.8772509690245,Bullish,205200.0,12,Friday,London,2022,4,153442.1222135809,53830.45646637446,388.3342527935491
799,835,2022-04-10 21:00:00,2022-04-15 09:00:00,1332.040332351701,1445.691697292438,1,0.08532126406419471,13091.875827955373,36,0.0,9.348342459927771,0.9126886871114256,9.348342459927771,Sideways,388800.0,21,Sunday,Late,2022,4,166533.99804153628,66922.33229432983,388.3342527935491
835,838,2022-04-15 09:00:00,2022-04-15 18:00:00,1445.691697292438,1387.139642051351,-1,0.04050106627211458,6744.804491240461,3,-0.0,4.050106627211458,1.0,4.050106627211458,Bearish,32400.0,9,Friday,London,2022,4,173278.80253277672,73667.13678557028,388.3342527935491
838,847,2022-04-15 18:00:00,2022-04-16 21:00:00,1387.139642051351,1450.228686777977,1,0.0454813940962191,7880.961506514147,9,-0.43117970889325896,4.54813940962191,1.0,10.54812950566704,Bearish,97200.0,18,Friday,NY,2022,4,181159.7640392909,81548.09829208443,388.3342527935491
847,854,2022-04-16 21:00:00,2022-04-17 18:00:00,1450.228686777977,1370.697887951054,-1,0.054840177657510814,9934.833644307451,7,-0.0,5.484017765751082,1.0,5.484017765751082,Bullish,75600.0,21,Saturday,Late,2022,4,191094.59768359835,91482.93193639188,388.3342527935491
