entry_i,exit_i,entry_time,exit_time,entry_price,exit_price,direction,ret,pnl,hold_bars,mae_pct,mfe_pct,trade_efficiency_pct,edge_ratio,entry_regime,hold_sec,hour,weekday,session,year,month,equity,cum_profit,cum_loss
1,2,2022-01-01 00:05:00,2022-01-01 00:10:00,198.161440701928,195.4530161686231,-1,0.013667767673221975,1366.7767673221977,1,-0.0,1.3667767673221975,1.0,1.3667767673221975,Sideways,300.0,0,Saturday,Asia,2022,1,101366.7767673222,1366.7767673221977,-0.0
2,40,2022-01-01 00:10:00,2022-01-01 03:20:00,195.4530161686231,201.0469035281118,1,0.02862011274700782,2901.1285798815343,38,-0.8674745369771752,3.1940689592069305,0.8960392875836355,3.6820319479774795,Sideways,11400.0,0,Saturday,Asia,2022,1,104267.90534720373,4267.905347203732,-0.0
40,337,2022-01-01 03:20:00,2022-01-02 04:05:00,201.0469035281118,201.9086849761558,-1,-0.004286469639277479,-446.9412106218467,297,-11.656527404038197,0.2675694071551771,-1.6020028914559497,0.0229544698760355,Sideways,89100.0,3,Saturday,Asia,2022,1,103820.96413658188,4267.905347203732,446.9412106218467
337,347,2022-01-02 04:05:00,2022-01-02 04:55:00,201.9086849761558,217.4474005874003,1,0.07695912443330277,7989.97049777267,10,0.0,7.695912443330277,1.0,7.695912443330277,Bearish,3000.0,4,Sunday,Asia,2022,1,111810.93463435455,12257.875844976403,446.9412106218467
347,581,2022-01-02 04:55:00,2022-01-03 00:25:00,217.4474005874003,211.2818194649766,-1,0.028354356528375813,3170.327104393412,234,-7.795524308716639,3.829675297081714,0.7403853937690847,0.49126590405208875,Sideways,70200.0,4,Sunday,Asia,2022,1,114981.26173874797,15428.202949369814,446.9412106218467
581,911,2022-01-03 00:25:00,2022-01-04 03:55:00,211.2818194649766,217.452197695802,1,0.029204492116030156,3357.9693519404645,330,-10.506745500427172,4.250185481281155,0.687134532002281,0.4045196946198378,Bearish,99000.0,0,Monday,Asia,2022,1,118339.23109068844,18786.17230131028,446.9412106218467
911,1035,2022-01-04 03:55:00,2022-01-04 14:15:00,217.452197695802,208.2726311507072,-1,0.042214181518350324,4995.593782004327,124,-3.7022888822847433,7.3349612882186666,0.5755201678590216,1.9811963683644647,Bullish,37200.0,3,Tuesday,Asia,2022,1,123334.82487269276,23781.766083314607,446.9412106218467
1035,1036,2022-01-04 14:15:00,2022-01-04 14:20:00,208.2726311507072,211.6301829909422,1,0.01612094600084757,1988.2740517966715,1,0.0,1.612094600084757,1.0,1.612094600084757,Sideways,300.0,14,Tuesday,NY_overlap,2022,1,125323.09892448943,25770.040135111278,446.9412106218467
1036,1217,2022-01-04 14:20:00,2022-01-05 05:25:00,211.6301829909422,209.6582319623233,-1,0.00931791014282346,1167.749374598568,181,-8.153437459810187,3.2201510535457833,0.28936251709569005,0.394943981531533,Sideways,54300.0,14,Tuesday,NY_overlap,2022,1,126490.84829908799,26937.789509709844,446.9412106218467
1217,1290,2022-01-05 05:25:00,2022-01-05 11:30:00,209.6582319623233,223.4026465167361,1,0.06555628379467948,8292.269948524763,73,-3.239063211692661,6.555628379467948,1.0,2.0239272749611223,Bearish,21900.0,5,Wednesday,Asia,2022,1,134783.11824761276,35230.05945823461,446.9412106218467
1290,1467,2022-01-05 11:30:00,2022-01-06 02:15:00,223.4026465167361,214.0969461514269,-1,0.04165438731547022,5614.308211072884,177,-2.9854406669532763,5.535254310934723,0.7525288807992664,1.8540828401669767,Bullish,53100.0,11,Wednesday,London,2022,1,140397.42645868566,40844.367669307496,446.9412106218467
1467,1822,2022-01-06 02:15:00,2022-01-07 07:50:00,214.0969461514269,219.1668463489991,1,0.023680394740363875,3324.6664790728832,355,-9.901739565858314,5.106116651168202,0.4637652517191545,0.5156787468713421,Sideways,106500.0,2,Thursday,Asia,2022,1,143722.09293775854,44169.03414838038,446.9412106218467
1822,2193,2022-01-07 07:50:00,2022-01-08 14:45:00,219.1668463489991,209.4843965725735,-1,0.04417844184793962,6349.418125114938,371,-8.476365757823556,4.868184193779146,0.9074932272364191,0.5743244608440694,Bullish,111300.0,7,Friday,Asia,2022,1,150071.51106287347,50518.45227349532,446.9412106218467
2193,2299,2022-01-08 14:45:00,2022-01-08 23:35:00,209.4843965725735,225.3411236019098,1,0.0756940721541659,11359.523786677848,106,-1.4275765717392974,7.56940721541659,1.0,5.302277555728134,Bearish,31800.0,14,Saturday,NY_overlap,2022,1,161431.03484955133,61877.97606017317,446.9412106218467
2299,2797,2022-01-08 23:35:00,2022-01-10 17:05:00,225.3411236019098,244.2248028544415,-1,-0.08380041312784003,-13527.98741204714,498,-20.03125057568149,2.293122749798382,-3.6544233462952653,0.11447726347062416,Bullish,149400.0,23,Saturday,Late,2022,1,147903.04743750417,61877.97606017317,13974.928622668986
2797,3214,2022-01-10 17:05:00,2022-01-12 03:50:00,244.2248028544415,232.0979738595278,1,-0.049654371108823536,-7344.032805587763,417,-22.716625846125815,3.754556999668046,-1.3225094495359548,0.16527793454450734,Bearish,125100.0,17,Monday,NY,2022,1,140559.01463191642,61877.97606017317,21318.96142825675
3214,3346,2022-01-12 03:50:00,2022-01-12 14:50:00,232.0979738595278,207.9478174638416,-1,0.10405156061509846,14625.384830971356,132,-1.374700169835985,11.982252286781891,0.8683806526914973,8.716265953623537,Bullish,39600.0,3,Wednesday,Asia,2022,1,155184.39946288778,76503.36089114452,21318.96142825675
3346,3402,2022-01-12 14:50:00,2022-01-12 19:30:00,207.9478174638416,219.5004463460277,1,0.05555542262036428,8621.33489624816,56,-2.7350566257321574,7.854310017517974,0.7073240360573423,2.871717515323992,Bearish,16800.0,14,Wednesday,NY_overlap,2022,1,163805.73435913594,85124.69578739267,21318.96142825675
3402,3580,2022-01-12 19:30:00,2022-01-13 10:20:00,219.5004463460277,212.4447406763524,-1,0.032144379599813866,5265.433705866337,178,-6.463317444714045,4.592761239943255,0.6998922417358456,0.7105888391261667,Bullish,53400.0,19,Wednesday,NY,2022,1,169071.16806500228,90390.12949325901,21318.96142825675
3580,3591,2022-01-13 10:20:00,2022-01-13 11:15:00,212.4447406763524,224.5232605921743,1,0.05685487848448467,9612.520715565586,11,0.0,5.700762352475208,0.9973206208078278,5.700762352475208,Bearish,3300.0,10,Thursday,London,2022,1,178683.68878056784,100002.65020882459,21318.96142825675
3591,3597,2022-01-13 11:15:00,2022-01-13 11:45:00,224.5232605921743,216.112012459622,-1,0.037462702574191376,6693.973887645789,6,-0.0,3.7462702574191376,1.0,3.7462702574191376,Sideways,1800.0,11,Thursday,London,2022,1,185377.66266821366,106696.62409647038,21318.96142825675
3597,3959,2022-01-13 11:45:00,2022-01-14 17:55:00,216.112012459622,218.6027826129624,1,0.011525366521704772,2136.5455071881097,362,-8.75815072880225,1.1525366521704772,1.0,0.13159589139979283,Sideways,108600.0,11,Thursday,London,2022,1,187514.20817540176,108833.16960365849,21318.96142825675
3959,3999,2022-01-14 17:55:00,2022-01-14 21:15:00,218.6027826129624,219.3699101347539,-1,-0.0035092303612149767,-658.0305524883053,40,-6.232563089583065,0.4611935015431001,-0.760901953187436,0.07399740602929897,Bullish,12000.0,17,Friday,NY,2022,1,186856.17762291344,108833.16960365849,21976.991980745053
