entry_i,exit_i,entry_time,exit_time,entry_price,exit_price,direction,ret,pnl,hold_bars,mae_pct,mfe_pct,trade_efficiency_pct,edge_ratio,entry_regime,hold_sec,hour,weekday,session,year,month,equity,cum_profit,cum_loss
1,339,2022-01-01 04:00:00,2022-02-26 12:00:00,201.2397590266943,195.665460009648,-1,0.027699789763248828,2769.9789763248828,338,-9.54842413913819,2.7699789763248828,1.0,0.2900980241305967,Sideways,4867200.0,4,Saturday,Asia,2022,1,102769.97897632488,2769.9789763248828,-0.0
339,401,2022-02-26 12:00:00,2022-03-08 20:00:00,195.665460009648,217.1846040203918,1,0.1099792677240159,11302.56703182872,62,-1.4448422381716286,12.046549547121277,0.9129524374910928,8.337622772134312,Bearish,892800.0,12,Saturday,London,2022,2,114072.5460081536,14072.546008153602,-0.0
401,630,2022-03-08 20:00:00,2022-04-16 00:00:00,217.1846040203918,212.9232523449157,-1,0.019620873655832316,2238.203012825101,229,-15.209472412189683,5.254495675091642,0.3734111676757659,0.34547520996720493,Bullish,3297600.0,20,Tuesday,NY,2022,3,116310.7490209787,16310.749020978703,-0.0
630,668,2022-04-16 00:00:00,2022-04-22 08:00:00,212.9232523449157,229.0982220945445,1,0.07596619707568086,8835.685282147724,38,0.0,8.405804157709952,0.9037350341549812,8.405804157709952,Bearish,547200.0,0,Saturday,Asia,2022,4,125146.43430312643,25146.43430312643,-0.0
668,677,2022-04-22 08:00:00,2022-04-23 20:00:00,229.0982220945445,221.800680501571,-1,0.03185333140630808,3986.330846175248,9,-0.0,3.298464760074127,0.9657017346940593,3.298464760074127,Bullish,129600.0,8,Friday,London,2022,4,129132.76514930167,29132.76514930168,-0.0
677,686,2022-04-23 20:00:00,2022-04-25 08:00:00,221.800680501571,227.9430680835711,1,0.02769327654049536,3576.1093757184526,9,0.0,2.769327654049536,1.0,2.769327654049536,Bullish,129600.0,20,Saturday,NY,2022,4,132708.87452502013,32708.874525020132,-0.0
686,703,2022-04-25 08:00:00,2022-04-28 04:00:00,227.9430680835711,220.758460484981,-1,0.03151930725068597,4182.891791046842,17,-0.08180091415819213,3.477257270973866,0.9064416232238819,42.508782533277206,Sideways,244800.0,8,Monday,London,2022,4,136891.76631606696,36891.766316066976,-0.0
703,895,2022-04-28 04:00:00,2022-05-30 04:00:00,220.758460484981,227.541487307883,1,0.030726010717779362,4206.137879003221,192,-5.228668327948672,3.259038162106176,0.9427938302484457,0.6233017582480265,Bearish,2764800.0,4,Thursday,Asia,2022,4,141097.9041950702,41097.904195070194,-0.0
895,933,2022-05-30 04:00:00,2022-06-05 12:00:00,227.541487307883,217.8107960647204,-1,0.042764470595184845,6033.9771749922875,38,-0.0,5.422570363734646,0.7886383712268141,5.422570363734646,Sideways,547200.0,4,Monday,Asia,2022,5,147131.88137006247,47131.88137006248,-0.0
933,1010,2022-06-05 12:00:00,2022-06-18 08:00:00,217.8107960647204,225.6897174373859,1,0.03617323619865176,5322.23629715128,77,-3.821345762625883,4.332997023293306,0.8348317805018521,1.1338929509262297,Sideways,1108800.0,12,Sunday,London,2022,6,152454.11766721375,52454.11766721376,-0.0
