entry_i,exit_i,entry_time,exit_time,entry_price,exit_price,direction,ret,pnl,hold_bars,mae_pct,mfe_pct,trade_efficiency_pct,edge_ratio,entry_regime,hold_sec,hour,weekday,session,year,month,equity,cum_profit,cum_loss
1,187,2022-01-01 01:00:00,2022-01-08 19:00:00,1468.77614596675,1357.815640104792,-1,0.07554623362222679,7554.623362222679,186,-19.500253342286022,9.643935445520679,0.7833548248948075,0.49455436687111864,Sideways,669600.0,1,Saturday,Asia,2022,1,107554.62336222269,7554.623362222679,-0.0
187,335,2022-01-08 19:00:00,2022-01-14 23:00:00,1357.815640104792,1715.886340612737,1,0.2637108381520117,28363.31987397568,148,-1.5190147319036007,26.61155847020882,0.990963526045389,17.51896009386276,Bearish,532800.0,19,Saturday,NY,2022,1,135917.94323619836,35917.94323619836,-0.0
335,449,2022-01-14 23:00:00,2022-01-19 17:00:00,1715.886340612737,1356.966351531321,-1,0.2091746874989675,28430.593301934197,114,-2.088935080352239,21.948154466967285,0.9530399825360372,10.506862885976505,Bullish,410400.0,23,Friday,Late,2022,1,164348.53653813255,64348.53653813256,-0.0
449,674,2022-01-19 17:00:00,2022-01-29 02:00:00,1356.966351531321,1586.098114650196,1,0.16885589157041547,27751.218665439377,225,-12.884713477701759,17.315523966501512,0.9751705573396616,1.34388118109632,Bearish,810000.0,17,Wednesday,NY,2022,1,192099.75520357193,92099.75520357194,-0.0
674,802,2022-01-29 02:00:00,2022-02-03 10:00:00,1586.098114650196,1354.809214052313,-1,0.1458225682645693,28012.47966677992,128,-1.6901119622612981,15.642908476162997,0.9321960074546041,9.255545683040696,Bullish,460800.0,2,Saturday,Asia,2022,1,220112.23487035185,120112.23487035187,-0.0
802,924,2022-02-03 10:00:00,2022-02-08 12:00:00,1354.809214052313,1529.177025304336,1,0.12870285309802298,28329.072629596427,122,-3.991055417791267,17.962220925107708,0.7165197089749704,4.500619271041938,Bearish,439200.0,10,Thursday,London,2022,2,248441.3074999483,148441.3074999483,-0.0
924,942,2022-02-08 12:00:00,2022-02-09 06:00:00,1529.177025304336,1354.366442198162,-1,0.11431677314886624,28401.008590279307,18,-0.01985264611084059,11.443809083903112,0.9989398836587066,576.4374693434036,Bullish,64800.0,12,Tuesday,London,2022,2,276842.3160902276,176842.31609022763,-0.0
942,989,2022-02-09 06:00:00,2022-02-11 05:00:00,1354.366442198162,1557.298518756983,1,0.1498354287554986,41480.78712904452,47,-0.9362124567082186,16.829742718291584,0.8903013626741209,17.97641400485741,Bearish,169200.0,6,Wednesday,Asia,2022,2,318323.10321927216,218323.10321927216,-0.0
989,1097,2022-02-11 05:00:00,2022-02-15 17:00:00,1557.298518756983,1337.035716153864,-1,0.14143903686425519,45023.31313097473,108,-2.340919672668673,16.338130258535376,0.8656990403804898,6.97936390098757,Bullish,388800.0,5,Friday,Asia,2022,2,363346.4163502469,263346.4163502469,-0.0
1097,1843,2022-02-15 17:00:00,2022-03-18 19:00:00,1337.035716153864,1183.245060015406,1,-0.11502359606432544,-41793.411425691,746,-33.460159172873695,2.9803769607388064,-3.859364019369288,0.08907240833316214,Bearish,2685600.0,17,Tuesday,NY,2022,2,321553.0049245559,263346.4163502469,41793.411425691
