entry_i,exit_i,entry_time,exit_time,entry_price,exit_price,direction,ret,pnl,hold_bars,mae_pct,mfe_pct,trade_efficiency_pct,edge_ratio,entry_regime,hold_sec,hour,weekday,session,year,month,equity,cum_profit,cum_loss
1,20,2022-01-01 04:00:00,2022-01-04 08:00:00,1390.51035227057,1447.277431970824,1,0.040824636513894896,4082.4636513894898,19,-2.6347327384819152,4.08246365138949,1.0,1.5494792286756685,Sideways,273600.0,4,Saturday,Asia,2022,1,104082.4636513895,4082.4636513894898,-0.0
20,101,2022-01-04 08:00:00,2022-01-17 20:00:00,1447.277431970824,1340.822137869279,-1,0.0735555545536144,7655.843333184368,81,-8.025767223110103,8.981542737657177,0.8189634754530073,1.1190883672522833,Sideways,1166400.0,8,Tuesday,London,2022,1,111738.30698457386,11738.306984573857,-0.0
101,138,2022-01-17 20:00:00,2022-01-24 00:00:00,1340.822137869279,1455.351741836577,1,0.0854174470517759,9544.40092050992,37,0.0,10.473014667445057,0.8155956022604702,10.473014667445057,Bearish,532800.0,20,Monday,NY,2022,1,121282.70790508378,21282.70790508378,-0.0
138,365,2022-01-24 00:00:00,2022-03-02 20:00:00,1455.351741836577,1610.907650705533,-1,-0.10688543834265962,-12963.355397819629,227,-41.158442862018305,3.457990508153752,-3.090969685735968,0.0840165532925164,Sideways,3268800.0,0,Monday,Asia,2022,1,108319.35250726415,21282.70790508378,12963.355397819629
365,378,2022-03-02 20:00:00,2022-03-05 00:00:00,1610.907650705533,1771.885824807053,1,0.0999301071237797,10824.364499629362,13,0.0,9.99301071237797,1.0,9.99301071237797,Bearish,187200.0,20,Wednesday,NY,2022,3,119143.71700689351,32107.07240471314,12963.355397819629
378,419,2022-03-05 00:00:00,2022-03-11 20:00:00,1771.885824807053,1686.587044674067,-1,0.04814011091390402,5735.591751406647,41,-1.7328507593767473,5.340826091947992,0.9013607648914399,3.08210390482151,Sideways,590400.0,0,Saturday,Asia,2022,3,124879.30875830016,37842.66415611979,12963.355397819629
419,436,2022-03-11 20:00:00,2022-03-14 16:00:00,1686.587044674067,1749.56352079836,1,0.03733959437383394,4662.942734719696,17,0.0,4.837596982831993,0.7718624454733898,4.837596982831993,Bearish,244800.0,20,Friday,NY,2022,3,129542.25149301985,42505.60689083949,12963.355397819629
436,437,2022-03-14 16:00:00,2022-03-14 20:00:00,1749.56352079836,1734.011252737078,-1,0.008889227442388181,1151.5305369205034,1,-0.0,0.8889227442388181,1.0,0.8889227442388181,Sideways,14400.0,16,Monday,NY,2022,3,130693.78202994035,43657.13742775999,12963.355397819629
437,442,2022-03-14 20:00:00,2022-03-15 16:00:00,1734.011252737078,1759.104435731447,1,0.0144711765594141,1891.2927949728487,5,-0.31701266017506446,1.44711765594141,1.0,4.564857615283458,Sideways,72000.0,20,Monday,NY,2022,3,132585.0748249132,45548.43022273284,12963.355397819629
442,443,2022-03-15 16:00:00,2022-03-15 20:00:00,1759.104435731447,1735.837190014448,-1,0.013226756322358035,1753.670476690734,1,-0.0,1.3226756322358035,1.0,1.3226756322358035,Sideways,14400.0,16,Tuesday,NY,2022,3,134338.74530160392,47302.10069942357,12963.355397819629
443,448,2022-03-15 20:00:00,2022-03-16 16:00:00,1735.837190014448,1764.762613368526,1,0.01666367302214411,2238.576925911026,5,-1.7197297515023635,2.466839170203383,0.6755070708874078,1.4344341999365549,Sideways,72000.0,20,Tuesday,NY,2022,3,136577.32222751496,49540.677625334596,12963.355397819629
448,462,2022-03-16 16:00:00,2022-03-19 00:00:00,1764.762613368526,1685.935919220707,-1,0.04466702408056844,6100.502540795966,14,-0.5584271038573396,4.466702408056844,1.0,7.998720651635749,Sideways,201600.0,16,Wednesday,NY,2022,3,142677.82476831094,55641.180166130565,12963.355397819629
462,515,2022-03-19 00:00:00,2022-03-27 20:00:00,1685.935919220707,1817.167773718133,1,0.07783917111042116,11105.923615803242,53,-2.92471502155196,7.783917111042116,1.0,2.661427542062435,Bearish,763200.0,0,Saturday,Asia,2022,3,153783.74838411418,66747.10378193381,12963.355397819629
515,534,2022-03-27 20:00:00,2022-03-31 00:00:00,1817.167773718133,1665.033816787493,-1,0.08372036920914383,12874.832193084116,19,-0.0,8.372036920914383,1.0,8.372036920914383,Bullish,273600.0,20,Sunday,NY,2022,3,166658.5805771983,79621.93597501793,12963.355397819629
534,556,2022-03-31 00:00:00,2022-04-03 16:00:00,1665.033816787493,1787.346231091572,1,0.07345941750304386,12242.642251085086,22,0.0,8.624123884277534,0.8517899149960756,8.624123884277534,Bearish,316800.0,0,Thursday,Asia,2022,3,178901.22282828338,91864.57822610301,12963.355397819629
556,574,2022-04-03 16:00:00,2022-04-06 16:00:00,1787.346231091572,1628.311575482548,-1,0.08897809100584719,15918.289285872346,18,-3.5612890970549094,9.091052081900974,0.9787436063972206,2.552741952182155,Bullish,259200.0,16,Sunday,NY,2022,4,194819.51211415572,107782.86751197536,12963.355397819629
574,830,2022-04-06 16:00:00,2022-05-19 08:00:00,1628.311575482548,1742.246519694053,1,0.0699712179947749,13631.75855177528,256,-13.210080174671358,6.99712179947749,1.0,0.52968049451309,Bearish,3686400.0,16,Wednesday,NY,2022,4,208451.270665931,121414.62606375063,12963.355397819629
830,917,2022-05-19 08:00:00,2022-06-02 20:00:00,1742.246519694053,1585.310561301335,-1,0.09007678110918349,18776.619479706227,87,-5.410456896958138,9.614816666094782,0.9368538604259177,1.7770803555426928,Bullish,1252800.0,8,Thursday,London,2022,5,227227.8901456372,140191.24554345687,12963.355397819629
917,968,2022-06-02 20:00:00,2022-06-11 08:00:00,1585.310561301335,1674.584967957722,1,0.05631351284451447,12796.000710348264,51,-2.4928474012263946,6.309501626607128,0.8925191905338569,2.5310420619822422,Bearish,734400.0,20,Thursday,NY,2022,6,240023.89085598546,152987.24625380512,12963.355397819629
968,975,2022-06-11 08:00:00,2022-06-12 12:00:00,1674.584967957722,1618.011623352056,-1,0.03378350199492197,8108.847595562119,7,-0.0,3.8361451352362685,0.880662769628012,3.8361451352362685,Bullish,100800.0,8,Saturday,London,2022,6,248132.73845154757,161096.09384936723,12963.355397819629
975,979,2022-06-12 12:00:00,2022-06-13 04:00:00,1618.011623352056,1690.207963833853,1,0.044620409050107446,11071.784288431378,4,-0.05983146377944726,4.462040905010745,1.0,74.57683003476012,Sideways,57600.0,12,Sunday,London,2022,6,259204.52273997894,172167.8781377986,12963.355397819629
979,1190,2022-06-13 04:00:00,2022-07-18 08:00:00,1690.207963833853,1700.713602620901,-1,-0.006215589449252379,-1611.1088967411115,211,-12.543845059554236,3.182574271066785,-0.19530068805492293,0.2537160062131605,Bullish,3038400.0,4,Monday,Asia,2022,6,257593.41384323782,172167.8781377986,14574.464294560741
1190,1285,2022-07-18 08:00:00,2022-08-03 04:00:00,1700.713602620901,1795.878021595932,1,0.055955581720741776,14413.78931903015,95,-5.2444585976677,7.904590833551661,0.7078871367159687,1.507227235441799,Bearish,1368000.0,8,Monday,London,2022,7,272007.203162268,186581.66745682876,14574.464294560741
1285,1351,2022-08-03 04:00:00,2022-08-14 04:00:00,1795.878021595932,1701.045788060835,-1,0.05280549814336666,14363.4758615675,66,-2.825622817749829,7.443754201596031,0.7093933613773078,2.6343764478529477,Bullish,950400.0,4,Wednesday,Asia,2022,8,286370.67902383546,200945.14331839627,14574.464294560741
1351,1399,2022-08-14 04:00:00,2022-08-22 04:00:00,1701.045788060835,1786.716662769002,1,0.05036365000252596,14422.672649342152,48,-2.6780356579915288,7.767516271535579,0.6483880849672098,2.9004528929092213,Bearish,691200.0,4,Sunday,Asia,2022,8,300793.3516731777,215367.81596773842,14574.464294560741
1399,1408,2022-08-22 04:00:00,2022-08-23 16:00:00,1786.716662769002,1696.567162552951,-1,0.050455397934409896,15176.648254695076,9,-1.9404623087984074,5.7794021736105705,0.8730210568282506,2.97836353089968,Bullish,129600.0,4,Monday,Asia,2022,8,315969.99992787273,230544.4642224335,14574.464294560741
1408,1621,2022-08-23 16:00:00,2022-09-28 04:00:00,1696.567162552951,1561.983301702072,1,-0.07932716359331204,-25065.00387485715,213,-33.48193358295421,0.0,0.0,0.0,Sideways,3067200.0,16,Tuesday,NY,2022,8,290904.9960530156,230544.4642224335,39639.46816941789
1621,1977,2022-09-28 04:00:00,2022-11-26 12:00:00,1561.983301702072,1742.220493818431,-1,-0.11538996090416398,-33567.516121383436,356,-37.081550716182285,8.262460988311648,-1.3965568015074254,0.22281864778394864,Bullish,5126400.0,4,Wednesday,Asia,2022,9,257337.47993163214,230544.4642224335,73206.98429080132
1977,2024,2022-11-26 12:00:00,2022-12-04 08:00:00,1742.220493818431,1949.662826724383,1,0.11906778369441628,30640.603396965762,47,-0.13257773942565443,11.906778369441628,1.0,89.80978572287837,Bearish,676800.0,12,Saturday,London,2022,11,287978.08332859795,261185.06761939928,73206.98429080132
2024,2068,2022-12-04 08:00:00,2022-12-11 16:00:00,1949.662826724383,1746.762893526709,-1,0.10406924234102832,29969.660942828697,44,-1.786475405206711,10.406924234102831,1.0,5.825394631110893,Bullish,633600.0,8,Sunday,London,2022,12,317947.7442714266,291154.728562228,73206.98429080132
2068,2172,2022-12-11 16:00:00,2022-12-29 00:00:00,1746.762893526709,1868.901683489534,1,0.0699229359722815,22231.83976522229,104,-11.114736600296194,6.99229359722815,1.0,0.629101151802537,Bearish,1497600.0,16,Sunday,NY,2022,12,340179.58403664886,313386.56832745025,73206.98429080132
2172,2588,2022-12-29 00:00:00,2023-03-08 08:00:00,1868.901683489534,2031.593387985226,-1,-0.08705204020787272,-29613.326827455767,416,-25.925378467596637,4.925232075925601,-1.7674708291083516,0.18997724882132397,Bullish,5990400.0,0,Thursday,Asia,2022,12,310566.2572091931,313386.56832745025,102820.31111825709
2588,3103,2023-03-08 08:00:00,2023-06-02 04:00:00,2031.593387985226,1398.226189720362,1,-0.3117588401353223,-96821.77613270619,515,-47.60876285800679,0.07094622188765776,-439.4297988538242,0.0014901925113923874,Bearish,7416000.0,8,Wednesday,London,2023,3,213744.48107648693,313386.56832745025,199642.08725096326
3103,3117,2023-06-02 04:00:00,2023-06-04 12:00:00,1398.226189720362,1262.140485902695,-1,0.09732738867155932,20803.19218613199,14,-0.0,9.732738867155932,1.0,9.732738867155932,Bullish,201600.0,4,Friday,Asia,2023,6,234547.67326261892,334189.76051358227,199642.08725096326
3117,3138,2023-06-04 12:00:00,2023-06-08 00:00:00,1262.140485902695,1370.266247696722,1,0.08566856304961523,20093.362135039213,21,-3.8066666446822994,8.566856304961522,1.0,2.2504876587838187,Bullish,302400.0,12,Sunday,London,2023,6,254641.03539765812,354283.1226486215,199642.08725096326
3138,3676,2023-06-08 00:00:00,2023-09-05 16:00:00,1370.266247696722,1632.353341954587,-1,-0.19126727721594738,-48704.49750795973,538,-42.29486619268601,7.720418060248935,-2.4774212448513473,0.18253794739712442,Bullish,7747200.0,0,Thursday,Asia,2023,6,205936.5378896984,354283.1226486215,248346.58475892298
3676,3714,2023-09-05 16:00:00,2023-09-12 00:00:00,1632.353341954587,1804.426334608936,1,0.10541405970860951,21708.60650128898,38,0.0,11.103252723084411,0.9493980037889849,11.103252723084411,Bearish,547200.0,16,Tuesday,NY,2023,9,227645.14439098738,375991.7291499105,248346.58475892298
3714,3887,2023-09-12 00:00:00,2023-10-10 20:00:00,1804.426334608936,1840.598689806267,-1,-0.02004645715014486,-4563.4786324724655,173,-20.500314676945976,3.7667772854523163,-0.5321911977001229,0.18374241297321733,Bullish,2491200.0,0,Tuesday,Asia,2023,9,223081.6657585149,375991.7291499105,252910.06339139544
3887,3935,2023-10-10 20:00:00,2023-10-18 20:00:00,1840.598689806267,2025.656312074026,1,0.10054208084177074,22429.094873009475,48,-1.7394984153283222,10.603475686047092,0.9481992869005406,6.095708735696512,Bearish,691200.0,20,Tuesday,NY,2023,10,245510.76063152438,398420.82402292,252910.06339139544
3935,3964,2023-10-18 20:00:00,2023-10-23 16:00:00,2025.656312074026,1809.277595165536,-1,0.10681906679763675,26225.2303394374,29,-1.6464745937727177,10.681906679763674,1.0,6.487744615170311,Bullish,417600.0,20,Wednesday,NY,2023,10,271735.99097096175,424646.05436235736,252910.06339139544
3964,3999,2023-10-23 16:00:00,2023-10-29 12:00:00,1809.277595165536,1957.29520193115,1,0.08181033533003612,22230.812542574044,35,-4.991668288405238,8.181033533003612,1.0,1.6389377379115324,Bearish,504000.0,16,Monday,NY,2023,10,293966.8035135358,446876.8669049314,252910.06339139544
